Situação,Imagem,Ano,KM,Título,UF,Link,Valor do Lance,Data Leilão
Leilão ao vivo em: 4 dias 12h46m5s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449284347_f50019c0-da85-4a71-a734-d6b076203ac3_pequena_leilo.webp,2019,N/A,RENAULT/SANDERO EXPRESSION (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-expression-(4p)/ano.2020/7ddbd523-cec1-11ef-8e48-02420a000017,"R$ 25.100,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2019,63.942 km,FIAT/ARGO DRIVE 1.0 (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/argo-drive-1.0-(4p)/ano.2020/db508965-358b-11f0-9f79-02420a000005,"R$ 30.200,00",25/06/2025
Leilão ao vivo em: 4 dias 12h47m4s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449252867_769475cc-372b-418e-a504-2310211b5a98_pequena_leilo.webp,2018,164.289 km,TOYOTA/HILUX CLE A 4JD DUPLA,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/hilux-cle-a-4jd-dupla/ano.2018/b7533a83-f056-11ef-bd15-02420a00000b,"R$ 95.200,00",25/06/2025
Leilão ao vivo em: 4 dias 12h47m33s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423834482_ccea881f-6502-4e95-ac76-437dee180197_pequena_leilo.webp,2017,92.827 km,JEEP/COMPASS LONGITUDE F,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/jeep/compass-longitude-f/ano.2018/5078cdd1-065b-11f0-8c72-02420a00002d,"R$ 50.200,00",25/06/2025
Leilão ao vivo em: 4 dias 12h48m3s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423819533_d3474482-9959-4f7e-b66c-d29c952dacc2_pequena_leilo.webp,2017,113.346 km,CHEVROLET/SPIN LTZ 1.8L AUTOMATICO,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/spin-ltz--1.8l-automatico/ano.2018/b6bd81eb-0b49-11f0-8c72-02420a00002d,"R$ 34.400,00",25/06/2025
Leilão ao vivo em: 4 dias 12h48m31s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449327291_77af4405-e549-444d-be4d-649a4b5a508e_pequena_leilo.webp,2018,121.672 km,CHEVROLET/ONIX LT 1.4 MECANICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2018/24d43023-147b-11f0-b6cf-02420a00009e,"R$ 31.400,00",25/06/2025
Leilão ao vivo em: 4 dias 12h48m56s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449401488_b77e15db-f303-45af-93da-9cd7501896fc_pequena_leilo.webp,2023,20.745 km,RENAULT/CAPTUR ICONIC 1.3T CVT,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/captur-iconic-1.3t-cvt/ano.2024/8d5fb9ed-2cea-11f0-9f79-02420a000005,"R$ 68.100,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2021,116.850 km,KIA/UK2500 HD SC (2P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/kia/uk2500-hd-sc-(2p)/ano.2022/e5c03031-f08f-11ef-bd15-02420a00000b,"R$ 74.000,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2021,91.021 km,TOYOTA/HILUX CD SRX A 4FD,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/hilux-cd-srx-a-4fd/ano.2022/80c8c00f-3cab-11f0-b593-02420a000005,"R$ 135.800,00",25/06/2025
Leilão ao vivo em: 4 dias 12h50m22s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423265633_74284697-4bd7-432c-916b-9d619d0ddc38_pequena_leilo.webp,2017,124.632 km,RENAULT/KWID ZEN 1.0 MECANICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2018/3c3df4d5-4156-11f0-b593-02420a000005,"R$ 20.800,00",25/06/2025
Leilão ao vivo em: 4 dias 12h50m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422970099_bd020b9f-93f0-491e-95f2-7797bd4dea94_pequena_leilo.webp,2020,109.583 km,CHEVROLET/ONIX PLUS 10TMT LTZ,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-plus-10tmt-ltz/ano.2021/3e77cf92-1545-11f0-b6cf-02420a00009e,"R$ 38.800,00",25/06/2025
Leilão ao vivo em: 4 dias 12h51m21s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750452576102_de6f705e-0bc1-46c4-b7c8-f87d49d5ecd2_pequena_leilo.webp,2019,168.021 km,FIAT/STRADA HARD WORKING CABINE SIMPLES CC E,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/strada-hard-working-cabine-simples-cc-e/ano.2020/f9ef2ba4-ede5-11ef-bd15-02420a00000b,"R$ 32.400,00",25/06/2025
Leilão ao vivo em: 4 dias 12h51m50s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422756305_eafe8bba-f5a9-4f85-aece-3746f3b3412a_pequena_leilo.webp,2015,192.777 km,RENAULT/FLUENCE DYNAMIQUE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/fluence-dynamique-(4p)/ano.2016/71a87272-7d04-11ef-a1ff-02420a0000dd,"R$ 28.300,00",25/06/2025
Leilão ao vivo em: 4 dias 12h52m19s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422767525_ee5b7330-3ed5-4740-840b-853254a40123_pequena_leilo.webp,2018,172.384 km,FORD/KA SE B (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/ford/ka-se-b-(4p)/ano.2018/d7a9b251-dffc-11ef-903d-02420a000042,"R$ 23.800,00",25/06/2025
Leilão ao vivo em: 4 dias 12h52m47s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423127052_013a1b64-945f-4159-a239-c49ea6070527_pequena_leilo.webp,2012,203.167 km,FORD/FIESTA SEDAN 1.6 FLEX (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2013/9d5c1bf6-ed61-11ef-bd15-02420a00000b,"R$ 17.700,00",25/06/2025
Leilão ao vivo em: 4 dias 12h53m15s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750452542995_eee0f568-8526-4cce-b7ef-f957ece1559e_pequena_leilo.webp,2011,114.016 km,VOLKSWAGEN/GOL 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2012/20680c4e-3d86-11f0-b593-02420a000005,"R$ 14.100,00",25/06/2025
Leilão ao vivo em: 4 dias 12h53m44s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423113625_9e660255-f019-451e-8ae6-11d1c87163be_pequena_leilo.webp,2012,372.222 km,FIAT/DOBLO ADVENTURE FLEX,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/doblo-adventure-flex/ano.2013/7ced8de6-a5a5-11ef-8e48-02420a000017,"R$ 26.800,00",25/06/2025
Leilão ao vivo em: 4 dias 12h54m13s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423148425_bf0bd9fc-1d64-4f2e-b4b9-f1ad775b7f8a_pequena_leilo.webp,2019,137.404 km,FORD/KA HATCH SE 1.0 C (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2019/25010223-ff3f-11ef-8c72-02420a00002d,"R$ 24.900,00",25/06/2025
Leilão ao vivo em: 4 dias 12h54m42s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423096270_874f1108-4db2-45cb-a63f-6ddbb1b913a5_pequena_leilo.webp,2014,N/A,RENAULT/CLIO EXPRESSION 10 16VH (4P/2P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/renault/clio-expression-10-16vh-(4p%2F2p)/ano.2015/aec462a6-e09f-11ef-903d-02420a000042,"R$ 17.100,00",25/06/2025
Leilão ao vivo em: 4 dias 12h55m11s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423085966_9256ff52-afb5-4696-9787-54a17a42ad64_pequena_leilo.webp,2016,224.049 km,CHEVROLET/PRISMA LT 1.4 MECANICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-lt-1.4-mecanico-(4p)/ano.2016/c61d93b9-ed43-11ef-bd15-02420a00000b,"R$ 28.200,00",25/06/2025
Leilão ao vivo em: 4 dias 12h55m39s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423067177_fe039928-ff54-451e-a812-df6bad9e90cc_pequena_leilo.webp,2008,N/A,NISSAN/SENTRA S (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/nissan/sentra-s-(4p)/ano.2009/aee70eff-05be-11f0-8c72-02420a00002d,"R$ 16.300,00",25/06/2025
Leilão ao vivo em: 4 dias 12h56m8s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423052685_d105426c-e86a-4711-aa92-9b1a374028dd_pequena_leilo.webp,2016,134.362 km,RENAULT/SANDERO EXPRESSION (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-expression-(2p%2F4p)/ano.2017/66c9b9c9-d8c7-11ef-903d-02420a000042,"R$ 20.900,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,N/A,FIAT/IDEA ADVENTURE,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/idea-adventure/ano.2015/b520c67b-2605-11f0-bcc9-02420a000216,"R$ 23.100,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,141.640 km,VOLKSWAGEN/GOL CITY MB (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-city-mb-(2p%2F4p)/ano.2015/93ca5c0f-2520-11f0-bcc9-02420a000216,"R$ 17.900,00",25/06/2025
Leilão ao vivo em: 4 dias 12h57m20s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443955419_d7e10805-14d5-441d-b271-d468e960ede0_pequena_leilo.webp,2017,115.518 km,RENAULT/KWID ZEN 1.0 MECANICO (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2018/9b5035c9-42e5-11f0-b593-02420a000005,"R$ 20.800,00",25/06/2025
Leilão ao vivo em: 4 dias 12h57m50s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423149050_6ef1511a-1ce7-4826-ac30-4510b4323235_pequena_leilo.webp,2005,63.182 km,CHEVROLET/ZAFIRA COMFORT,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/zafira-comfort/ano.2005/9325aa3d-92d9-11ef-b411-02420a0000bf,"R$ 10.900,00",25/06/2025
Leilão ao vivo em: 4 dias 12h58m19s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750444039016_e73fc827-0317-4230-b3de-255a7957f1de_pequena_leilo.webp,2013,N/A,CITROEN/C3 AIRCROSS GLX,BA,https://leilo.com.br/leilao/candeias-bahia/carros/citroen/c3-aircross-glx/ano.2014/9881de13-356e-11f0-9f79-02420a000005,"R$ 21.000,00",25/06/2025
Leilão ao vivo em: 4 dias 12h58m49s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750452552300_c4250982-794b-49c0-8357-67348f436d32_pequena_leilo.webp,2016,158.422 km,FIAT/SIENA ATTRACTIVE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/siena-attractive-(4p)/ano.2017/a87a6fbd-210e-11f0-bcc9-02420a000216,"R$ 23.200,00",25/06/2025
Leilão ao vivo em: 4 dias 12h59m18s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422996523_2590ca99-14dc-4d8b-ab54-14bc64840cb6_pequena_leilo.webp,2010,132.862 km,VOLKSWAGEN/GOL 1.0 (2P/4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2010/9032efe6-9796-11ef-9088-02420a0000e0,"R$ 12.600,00",25/06/2025
Leilão ao vivo em: 4 dias 12h59m48s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750452586725_5e29b72a-05e8-4332-87a9-b484300911d2_pequena_leilo.webp,2012,175.265 km,CHEVROLET/CRUZE HATCH LT HB (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/cruze-hatch-lt-hb-(4p)/ano.2012/7c647b33-f69f-11ef-9028-02420a000044,"R$ 28.200,00",25/06/2025
Leilão ao vivo em: 4 dias 13h16s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750452603298_8812db43-24b5-4e9a-bd7d-58f41bc0ec61_pequena_leilo.webp,2016,151.950 km,JEEP/RENEGADE SPORT AUTOMATICO,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/jeep/renegade-sport-automatico/ano.2017/e23825b2-324d-11f0-9f79-02420a000005,"R$ 37.400,00",25/06/2025
Leilão ao vivo em: 4 dias 13h1m45s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750433104923_68cc5fb1-f431-4f40-bbf9-4bbd8a45d28f_pequena_leilo.webp,2020,91.818 km,CHEVROLET/ONIX PLUS 10TMT LT1,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-plus-10tmt-lt1/ano.2020/198721b3-0a3c-11f0-8c72-02420a00002d,"R$ 36.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h2m43s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422934577_d65904a3-2300-461e-a8e3-9e30b73d9fd0_pequena_leilo.webp,2017,71.990 km,VOLKSWAGEN/NOVA SAVEIRO ROBUST MBVS,BA,https://leilo.com.br/leilao/candeias-bahia/carros/volkswagen/nova-saveiro-robust-mbvs/ano.2018/e96c774d-0a53-11f0-8c72-02420a00002d,"R$ 28.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h3m12s,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2015,52.418 km,FIAT/PALIO ATTRACTIVE 1.0 (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-attractive-1.0-(4p)/ano.2015/9f91f1ff-4a27-11ed-a391-02420a000011,"R$ 16.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h3m40s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422900782_8566fa40-17d8-4016-b235-5ffec84f1642_pequena_leilo.webp,2008,159.194 km,NISSAN/SENTRA S (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/nissan/sentra-s-(4p)/ano.2009/c2dde99f-4a27-11ed-a391-02420a000011,"R$ 15.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h4m8s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422851132_4a6cc8e3-bb25-442d-b1ef-8dddc1398a79_pequena_leilo.webp,2011,139.301 km,CHEVROLET/MONTANA LS,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/montana-ls/ano.2012/e839475b-0107-11f0-8c72-02420a00002d,"R$ 20.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h4m38s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422843187_85e411fb-a5c9-4416-bfdf-37d0d2c8a591_pequena_leilo.webp,2008,251.110 km,PEUGEOT/206 SENSATION FLEX (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/206-sensation-flex-(2p%2F4p)/ano.2008/5bd5c77d-4a27-11ed-a391-02420a000011,"R$ 6.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h5m7s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422783675_7dd3cc33-7833-4eef-9c92-3a6d194bf733_pequena_leilo.webp,2009,85.957 km,FORD/KA FLEX (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-flex-(2p%2F4p)/ano.2009/bfd7ed0a-4a27-11ed-a391-02420a000011,"R$ 10.200,00",25/06/2025
Leilão ao vivo em: 4 dias 13h5m36s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423925506_edc05482-b070-4c60-8b7a-d612b2c4aebf_pequena_leilo.webp,2011,N/A,PEUGEOT/207 PASSION XS (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-passion-xs-(4p)/ano.2012/752a3331-3ad2-11ef-b7fa-02420a00001f,"R$ 12.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h6m5s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423906351_1341a050-0511-4984-b6de-d249d9d577b9_pequena_leilo.webp,2017,N/A,FIAT/UNO WAY E (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-way-e-(2p%2F4p)/ano.2017/d67e93fd-1dde-11ef-b80e-02420a000059,"R$ 22.000,00",25/06/2025
Leilão ao vivo em: 4 dias 13h6m35s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423961758_826dad58-5a46-446c-8284-76ada5995fab_pequena_leilo.webp,2013,N/A,CHEVROLET/SPIN 1.8L MT LT,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/spin-1.8l-mt-lt/ano.2014/c56d1fb6-9d83-11ed-b848-02420a000015,"R$ 22.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h7m4s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423942127_5d2646b7-cc35-43b9-a3b0-e21865af6866_pequena_leilo.webp,2007,223.440 km,HYUNDAI/TUCSON GL,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/tucson-gl/ano.2008/3886da1c-3a43-11ef-b7fa-02420a00001f,"R$ 18.500,00",25/06/2025
Leilão ao vivo em: 4 dias 13h7m34s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449158658_9527df8e-1ce8-4baa-948a-0deaddefc63a_pequena_leilo.webp,2010,197.328 km,RENAULT/SANDERO EXPRESSION (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-expression-(4p)/ano.2010/b7461dd5-f36d-11ef-bd15-02420a00000b,"R$ 13.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h8m3s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423888251_77cd8f7e-7f6d-492e-a11e-aa55aab6ff63_pequena_leilo.webp,2013,156.185 km,PEUGEOT/207 ACTIVE (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-active-(2p%2F4p)/ano.2014/ce5e3fdf-4a27-11ed-a391-02420a000011,"R$ 15.000,00",25/06/2025
Leilão ao vivo em: 4 dias 13h8m33s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750423854407_721e83aa-c08b-48e4-8100-59ef74415f37_pequena_leilo.webp,2008,173.291 km,VOLKSWAGEN/SPACEFOX COMFORTLINE,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/spacefox-comfortline/ano.2008/bc9fd35e-df01-11ef-903d-02420a000042,"R$ 15.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h8m32s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449103275_efcf5764-b125-4552-b35e-2526be661faa_pequena_leilo.webp,2011,163.608 km,LAND ROVER/DISCOVERY 4 SE,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/land-rover/discovery-4-se/ano.2011/dd92f351-7f24-11ee-b57d-02420a0000d3,"R$ 46.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h9m0s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750448950681_69edd7b6-eb76-484a-824d-2e9a8be7b09a_pequena_leilo.webp,2012,124.637 km,VOLKSWAGEN/FOX GII 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/fox-gii-1.0-(2p%2F4p)/ano.2013/99fc5cf1-01aa-11f0-8c72-02420a00002d,"R$ 18.800,00",25/06/2025
Leilão ao vivo em: 4 dias 13h8m58s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750449069942_534a3565-cf4b-481a-a24a-472abe22aa55_pequena_leilo.webp,2007,155.735 km,VOLKSWAGEN/GOL 1.0 (2P/4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2008/228a30d5-b654-11ef-8e48-02420a000017,"R$ 10.600,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2011,N/A,TOYOTA/COROLLA ALTIS FX (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/corolla-altis-fx-(4p)/ano.2012/830a948f-01a0-11f0-8c72-02420a00002d,"R$ 34.900,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2014,134.116 km,FORD/ECOSPORT SE AT,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ecosport-se-at/ano.2015/ff2cd78f-251b-11f0-bcc9-02420a000216,"R$ 30.200,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2016,185.436 km,FIAT/UNO ATTRACTIVE (4P/2P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-attractive-(4p%2F2p)/ano.2016/f05e3897-1f90-11f0-abeb-02420a0000a3,"R$ 21.000,00",25/06/2025
Leilão ao vivo em: 4 dias 13h11m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750452615886_9e33d5f2-cd1f-4de9-848c-b91140e51007_pequena_leilo.webp,2024,17.774 km,CHEVROLET/ONIX 10MT LT2,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10mt-lt2/ano.2025/3c144916-067a-11f0-8c72-02420a00002d,"R$ 46.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h12m21s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750446674922_7c100360-191d-449b-9b78-7d840c508e2f_pequena_leilo.webp,2014,139.140 km,CHEVROLET/COBALT LTZ (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/cobalt-ltz-(4p)/ano.2015/9955e9ff-977b-11ef-9088-02420a0000e0,"R$ 23.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h12m33s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750422962803_bcf755b8-bcf3-4ab8-a2e1-f48e8dd6b35a_pequena_leilo.webp,2024,3.270 km,CHEVROLET/ONIX 10MT LT2,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10mt-lt2/ano.2025/6f10e428-ee17-11ef-bd15-02420a00000b,"R$ 47.000,00",25/06/2025
Leilão ao vivo em: 4 dias 13h13m1s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424333579_638566ca-e4d0-479c-a77b-68ac610c54d9_pequena_leilo.webp,2022,70.273 km,CHEVROLET/ONIX 10TMT LTZ,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10tmt-ltz/ano.2023/ee5a9c3b-1218-11f0-8c72-02420a00002d,"R$ 44.200,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2021,78.329 km,RENAULT/KWID INTENSE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-intense-(4p)/ano.2022/34ea9224-2b69-11f0-9f79-02420a000005,"R$ 28.000,00",25/06/2025
Leilão: Leilão: 25/06/2025 Qua • 12:30,https://leilo.com.br/lote/fotos-modelo/carro.jpg,2021,N/A,CHEVROLET/ONIX PLUS JOY BLACK,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-plus-joy-black/ano.2021/2c3f586c-117a-11f0-8c72-02420a00002d,"R$ 33.400,00",25/06/2025
Leilão ao vivo em: 4 dias 13h14m26s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424312983_f235ea1f-a606-4fc7-aa1b-9ac65f677cc2_pequena_leilo.webp,2019,117.655 km,VOLKSWAGEN/T CROSS COMFORTLINE AD,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/t-cross-comfortline-ad/ano.2020/fc3662e7-eec3-11ef-bd15-02420a00000b,"R$ 53.100,00",25/06/2025
Leilão ao vivo em: 4 dias 13h14m54s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750443923160_a44566d8-6e40-4aeb-bb46-aa4cddb1a2bd_pequena_leilo.webp,2019,118.613 km,VOLKSWAGEN/NOVA SAVEIRO ROBUST MBVS,CE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/nova-saveiro-robust-mbvs/ano.2020/41453b09-0fef-11f0-8c72-02420a00002d,"R$ 31.700,00",25/06/2025
Leilão ao vivo em: 4 dias 13h15m23s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447858038_9ebddafe-7d80-441a-bb92-df05e71c12ba_pequena_leilo.webp,2019,46.808 km,CHEVROLET/ONIX PLUS 10TMT LTZ,BA,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/onix-plus-10tmt-ltz/ano.2020/c02a6597-e30c-11ef-903d-02420a000042,"R$ 37.600,00",25/06/2025
Leilão ao vivo em: 4 dias 13h16m52s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750424281189_d7542013-8e13-486d-91c1-c5d334da4d31_pequena_leilo.webp,2019,106.986 km,CHEVROLET/ONIX JOYE (4P),BA,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/onix-joye-(4p)/ano.2019/22a28b34-19eb-11f0-bf87-02420a000088,"R$ 27.900,00",25/06/2025
Leilão ao vivo em: 4 dias 13h17m21s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447836943_371f214b-c4bc-49fa-85f8-d514d14a54cb_pequena_leilo.webp,2018,206.017 km,RENAULT/LOGAN AUTHENTIQUE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/logan-authentique-(4p)/ano.2019/87f4ad1a-e30b-11ef-903d-02420a000042,"R$ 21.400,00",25/06/2025
Leilão ao vivo em: 4 dias 13h17m51s,https://leilo.cdndp.com.br/v1/arquivo/2025/6/20/1750447803786_3112949d-94ac-490b-8447-33c5beb7f4e3_pequena_leilo.webp,2017,197.426 km,CHEVROLET/ONIX JOYE (4P),CE,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2018/4e80d35f-f51c-11ef-bd15-02420a00000b,"R$ 25.500,00",25/06/2025
