veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_versao
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2018/12d8fb5c-204d-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243694786_3932b511-fe9b-4c8f-9307-38b24afdacea_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2018,103.034,25500.00,Leilão ao vivo em: 3 dias 23h43m6s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,46346.00,CHEVROLET,ONIX,JOYE (4P)
KIA/SPORTAGE EX3 G4,https://leilo.com.br/leilao/eusebio-ceara/carros/kia/sportage-ex3-g4/ano.2011/dc37ac9b-3689-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244620685_09323c66-f173-42ce-8a09-bafec68cb2ba_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2011,125.048,33100.00,Leilão ao vivo em: 3 dias 23h43m35s,16/07/2025,Gasolina,Prata,Sim,Recuperado de Financiamento,Carros,60092.00,KIA,SPORTAGE,EX3 G4
FORD/FIESTA HATCH S (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-hatch-s-(4p)/ano.2014/2c5477de-30e9-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244625005_eb47e608-123c-4618-a343-ad2b2c8f19cb_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2013,215.932,19400.00,Leilão ao vivo em: 3 dias 23h44m4s,16/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,35192.00,FORD,FIESTA,HATCH S (4P)
JEEP/RENEGADE SPORT AUTOMATICO,https://leilo.com.br/leilao/eusebio-ceara/carros/jeep/renegade-sport-automatico/ano.2017/e23825b2-324d-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244590369_67313a8d-512d-4b75-a2dc-cb8f1f933929_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2016,151.950,37400.00,Leilão ao vivo em: 3 dias 23h44m33s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,67822.00,JEEP,RENEGADE,SPORT AUTOMATICO
FORD/KA SE C (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-se-c-(4p)/ano.2019/8254ac0c-4247-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244593866_c27128ef-4394-4dd2-9165-a80941366f53_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2018,91.680,27000.00,Leilão ao vivo em: 3 dias 23h45m3s,16/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,48989.00,FORD,KA,SE C (4P)
CHEVROLET/CLASSIC LIFE (2P/4P),https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/classic-life-(2p%2F4p)/ano.2008/d43f832b-424e-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244533565_de7bf013-34b9-4acc-9969-9bb5e6f7283b_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2008,232.033,11300.00,Leilão ao vivo em: 3 dias 23h45m32s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,20452.00,CHEVROLET,CLASSIC,LIFE (2P/4P)
FORD/KA SE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-se-(4p)/ano.2015/f5c717b5-3d4c-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244231382_0d0a8ab8-6488-4a1c-9cae-68e82aac8d85_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2014,148.965,19600.00,Leilão ao vivo em: 3 dias 23h46m2s,16/07/2025,Flex,Prata,Não,Recuperado de Financiamento,Carros,35579.00,FORD,KA,SE (4P)
FIAT/DOBLO ELX,https://leilo.com.br/leilao/candeias-bahia/carros/fiat/doblo-elx/ano.2008/6559e471-4601-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244503312_e8d1333a-0a14-47ab-8af2-e86a6043bf9f_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2008,N/A,16600.00,Leilão ao vivo em: 3 dias 23h46m32s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,30056.00,FIAT,DOBLO,ELX
VOLKSWAGEN/KOMBI (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/kombi-(2p%2F4p)/ano.2014/814c4583-461d-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO FORTALEZA/CE (EUSÉBIO/CE),2013,N/A,25700.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,46628.00,VOLKSWAGEN,KOMBI,(2P/4P)
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2018/9b5035c9-42e5-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244443892_3ddaa91e-3da6-4a19-8f7e-7ff395e17ca3_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2017,115.518,20800.00,Leilão ao vivo em: 3 dias 23h47m29s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,37670.00,RENAULT,KWID,ZEN 1.0 MECANICO (4P)
FIAT/PALIO FIRE WAY (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-fire-way-(4p)/ano.2016/cfe07433-4c6c-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244381478_b347379b-b8b9-4677-99a5-ed571fc27872_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2015,248.842,18600.00,Leilão ao vivo em: 3 dias 23h47m59s,16/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,33679.00,FIAT,PALIO,FIRE WAY (4P)
HYUNDAI/HB20 COMFORT (4P),https://leilo.com.br/leilao/candeias-bahia/carros/hyundai/hb20-comfort-(4p)/ano.2015/73ad836f-47a2-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244233929_11d8808c-9498-4232-be54-f120e27cd643_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2015,126.774,23600.00,Leilão ao vivo em: 3 dias 23h48m29s,16/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,42799.00,HYUNDAI,HB20,COMFORT (4P)
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10mt-lt2/ano.2025/92505039-3d5a-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244261667_00a56e33-ca4b-4fc4-9e57-22c856af5cdc_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2024,29.455,46000.00,Leilão ao vivo em: 3 dias 23h48m58s,16/07/2025,Flex,Cinza,Não,Recuperado de Financiamento,Carros,83540.00,CHEVROLET,ONIX,10MT LT2
CHEVROLET/ONIX PLUS 10MT LT2,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-plus-10mt-lt2/ano.2024/b6aec495-3017-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO FORTALEZA/CE (EUSÉBIO/CE),2024,N/A,41600.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Cinza,Não,Recuperado de Financiamento,Carros,75493.00,CHEVROLET,ONIX,PLUS 10MT LT2
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10mt-lt2/ano.2023/551d2b83-059f-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244533949_af3ff893-61ee-4c47-89fc-8bb3e41d3025_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2022,86.346,39200.00,Leilão ao vivo em: 3 dias 23h49m57s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,69304.00,CHEVROLET,ONIX,10MT LT2
RENAULT/SANDERO STEPWAY ZEN 10MT,https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-stepway-zen-10mt/ano.2025/1b41dad1-4dfb-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243335083_acff9ccc-03fe-4065-a5e2-dd3f3abd995c_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2024,1.867,42500.00,Leilão ao vivo em: 3 dias 23h50m27s,16/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,77115.00,RENAULT,SANDERO,STEPWAY ZEN 10MT
GM - CHEVROLET ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.,https://leilo.com.br/leilao/eusebio-ceara/carros/nome-padrao/gm---chevrolet-onix-hatch-ltz-1.0-12v-tb-flex-5p-mec./ano.2023/ee5a9c3b-1218-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243330381_f650ed34-5b02-4948-b8e4-e368da079ca5_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2022,70.273,44200.00,Leilão ao vivo em: 3 dias 23h50m57s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,79005.00,GM - CHEVROLET ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.,N/A,N/A
RENAULT/KWID OUTSIDER (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-outsider-(4p)/ano.2022/f2b1932b-40b6-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243304980_cd804602-62cf-4117-bbd1-1c4efb29c2f0_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2021,59.637,28400.00,Leilão ao vivo em: 3 dias 23h51m26s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,51477.00,RENAULT,KWID,OUTSIDER (4P)
FIAT/STRADA HARD WORKING CABINE DUPLA E,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/strada-hard-working-cabine-dupla-e/ano.2019/4840ac1e-f5fe-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO FORTALEZA/CE (EUSÉBIO/CE),2018,241.090,37700.00,Leilão: Leilão: 16/07/2025 Qua • 12:30,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,68526.00,FIAT,STRADA,HARD WORKING CABINE DUPLA E
CHEVROLET/PRISMA JOYE 1.0 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-joye-1.0-mecanico-(4p)/ano.2019/0c46a044-e12b-11ee-843f-02420a00007b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO FORTALEZA/CE (EUSÉBIO/CE),2019,154.004,28000.00,Leilão ao vivo em: 3 dias 23h52m14s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,47837.00,CHEVROLET,PRISMA,JOYE 1.0 MECANICO (4P)
CHEVROLET/ONIX PLUS 10TMT LTZ,https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/onix-plus-10tmt-ltz/ano.2020/c02a6597-e30c-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244204711_dada751f-32e3-437d-a59e-4fb49205af12_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2019,46.808,37400.00,Leilão ao vivo em: 3 dias 23h52m43s,16/07/2025,Flex,Vermelha,Sim,Recuperado de Financiamento,Carros,67958.00,CHEVROLET,ONIX,PLUS 10TMT LTZ
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2018/4e80d35f-f51c-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243844617_1b37c1d4-dc43-4dda-9fa0-09e6a14f5193_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2017,197.426,25500.00,Leilão ao vivo em: 3 dias 23h53m43s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,46350.00,CHEVROLET,ONIX,JOYE (4P)
CAOA-CHERY/QQ LOOK,https://leilo.com.br/leilao/eusebio-ceara/carros/caoa-chery/qq-look/ano.2018/ccbf38ab-0e57-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243811653_96dbfc9c-698a-4dd1-815f-8721d551c0c8_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2018,67.547,18400.00,Leilão ao vivo em: 3 dias 23h54m12s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,33595.00,CAOA-CHERY,QQ,LOOK
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2018/be8a2745-d4f5-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243814165_a285f047-6b16-4564-b42e-0f708f53153d_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2017,168.151,25700.00,Leilão ao vivo em: 3 dias 23h54m42s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,46649.00,CHEVROLET,ONIX,JOYE (4P)
RENAULT/SANDERO AUTHENTIQUE/ VIBE 1.0 12V SCE (4P),https://leilo.com.br/leilao/candeias-bahia/carros/renault/sandero-authentique%2F-vibe-1.0-12v-sce-(4p)/ano.2018/e5b1764d-1a39-11f0-bf87-02420a000088,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244205027_7cd4f164-c7db-4143-b243-55a657554314_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2017,247.037,21700.00,Leilão ao vivo em: 3 dias 23h55m12s,16/07/2025,Flex,Branca,Não,Recuperado de Financiamento,Carros,39428.00,RENAULT,SANDERO,AUTHENTIQUE/ VIBE 1.0 12V SCE (4P)
RENAULT/SANDERO STEPWAY (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-stepway-(4p)/ano.2017/1b84f589-5671-11ef-ae95-02420a0000a0,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO FORTALEZA/CE (EUSÉBIO/CE),2016,102.060,26000.00,Leilão ao vivo em: 3 dias 23h56m11s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,47857.00,RENAULT,SANDERO,STEPWAY (4P)
FIAT/SIENA ESSENCE 1.6 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/siena-essence-1.6-(4p)/ano.2017/3711b6c2-8005-11ef-a1ff-02420a0000dd,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PATIO FORTALEZA/CE (EUSÉBIO/CE),2016,192.042,23100.00,Leilão ao vivo em: 3 dias 23h56m41s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,41537.00,FIAT,SIENA,ESSENCE 1.6 (4P)
HYUNDAI/HB20 COMFORT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/hb20-comfort-(4p)/ano.2017/486240fb-3fe3-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243875291_d70cab6d-a408-4e5a-989e-2878caff5de6_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2016,263.930,26300.00,Leilão ao vivo em: 3 dias 23h57m40s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,47811.00,HYUNDAI,HB20,COMFORT (4P)
PEUGEOT/207 PASSION XR (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-passion-xr-(4p)/ano.2011/5ea91e44-1870-11ef-b80e-02420a000059,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243963247_d3cd70f7-9d16-4480-a38f-24a3461d3d15_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2010,N/A,10800.00,Leilão ao vivo em: 3 dias 23h58m9s,16/07/2025,Flex,Cinza,Sim,Recuperado de Financiamento,Carros,19620.00,PEUGEOT,207,PASSION XR (4P)
FIAT/SIENA ESSENCE 1.6 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/siena-essence-1.6-(4p)/ano.2016/9b7d690d-1a33-11f0-bf87-02420a000088,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243904241_ab19e875-4cbe-4ed5-9835-5a36b0779c68_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2015,173.381,22400.00,Leilão ao vivo em: 3 dias 23h58m39s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,40556.00,FIAT,SIENA,ESSENCE 1.6 (4P)
CHEVROLET/PRISMA LTZ 1.4 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-ltz-1.4-mecanico-(4p)/ano.2016/d25a6ad0-2b7a-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244083932_e7053c02-1db7-4048-90d8-904bbdc44232_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2016,200.425,29800.00,Leilão ao vivo em: 3 dias 23h59m8s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,54012.00,CHEVROLET,PRISMA,LTZ 1.4 MECANICO (4P)
MITSUBISHI/PAJERO SPORT HPE,https://leilo.com.br/leilao/candeias-bahia/carros/mitsubishi/pajero-sport-hpe/ano.2011/45ecb9ed-ac39-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244113639_0408a42f-e686-4a9a-aca1-c4ad70b9deee_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2010,N/A,36100.00,Leilão ao vivo em: 3 dias 23h59m38s,16/07/2025,Diesel,Branca,Não,Recuperado de Financiamento,Carros,65621.00,MITSUBISHI,PAJERO,SPORT HPE
HYUNDAI/HB20 COMFORT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/hb20-comfort-(4p)/ano.2015/674f1101-ee30-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244053831_2989873c-7c20-44e1-8827-ff9a05e20259_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2015,N/A,23100.00,Leilão ao vivo em: 4 dias8s,16/07/2025,Flex,Branca,Não,Recuperado de Financiamento,Carros,43036.00,HYUNDAI,HB20,COMFORT (4P)
RENAULT/SANDERO EXPRESSION (4P),https://leilo.com.br/leilao/candeias-bahia/carros/renault/sandero-expression-(4p)/ano.2011/308b8662-3644-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244051203_7fbe9b87-cde0-4df0-abe5-9f0074ebf200_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2010,N/A,15100.00,Leilão ao vivo em: 4 dias1m7s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,27395.00,RENAULT,SANDERO,EXPRESSION (4P)
VOLKSWAGEN/VOYAGE COMFORTLINE MB (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/voyage-comfortline-mb-(4p)/ano.2015/f0488442-9ab2-11ef-9088-02420a0000e0,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244177247_b86c11a8-8936-43d9-a228-35cd28772d25_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2014,73.209,28200.00,Leilão ao vivo em: 4 dias1m37s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,41313.00,VOLKSWAGEN,VOYAGE,COMFORTLINE MB (4P)
FORD/FIESTA SEDAN 1.6 FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2012/c18f6b21-e95e-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244023636_75b4da39-b29e-4c27-b6bb-952e81cf599e_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2011,180.355,17200.00,Leilão ao vivo em: 4 dias2m6s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,31250.00,FORD,FIESTA,SEDAN 1.6 FLEX (4P)
FORD/KA SE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-se-(4p)/ano.2015/c29d5963-dd72-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244176673_ff91a476-2249-47d7-954e-e01333a23d5e_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2014,226.393,19500.00,Leilão ao vivo em: 4 dias2m36s,16/07/2025,Flex,Prata,Não,Recuperado de Financiamento,Carros,35401.00,FORD,KA,SE (4P)
FIAT/SIENA EL FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/siena-el-flex-(4p)/ano.2015/af2b3c29-e48d-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244174314_0f4bd43b-aa64-4f91-a7ac-5de057df8d0f_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2015,168.475,18900.00,Leilão ao vivo em: 4 dias3m5s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,34350.00,FIAT,SIENA,EL FLEX (4P)
CHEVROLET/ASTRA HB 4P ADVANTAGE (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/astra-hb-4p-advantage-(2p%2F4p)/ano.2010/a55bffd9-fff8-11ef-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243994340_586de759-d2bb-4b68-9154-0bceb044eebb_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2009,218.509,19300.00,Leilão ao vivo em: 4 dias3m34s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,34953.00,CHEVROLET,ASTRA,HB 4P ADVANTAGE (2P/4P)
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2005/dc3090b3-e1fe-11ee-843f-02420a00007b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243991264_26b2d9f4-35dd-4e60-a7d0-7499260e0980_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2004,N/A,7500.00,Leilão ao vivo em: 4 dias4m3s,16/07/2025,Gasolina,Preta,Não,Recuperado de Financiamento,Carros,13466.00,VOLKSWAGEN,GOL,1.0 (2P/4P)
BMW/320I ACTIVE FLEX (4P),https://leilo.com.br/leilao/candeias-bahia/carros/bmw/320i-active-flex-(4p)/ano.2015/03169ecf-ee39-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244209204_2fcc7156-1ad6-4331-8a54-706e3b47cf35_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2015,100.627,54100.00,Leilão ao vivo em: 4 dias4m33s,16/07/2025,Flex,Preta,Sim,Recuperado de Financiamento,Carros,97029.00,BMW,320I,ACTIVE FLEX (4P)
RENAULT/CLIO EXPRESSION 10 16VH (4P/2P),https://leilo.com.br/leilao/candeias-bahia/carros/renault/clio-expression-10-16vh-(4p%2F2p)/ano.2015/ce80a0d5-0113-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243965592_460c60c6-7177-4772-a5f3-fe2fe13659c4_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2015,N/A,17000.00,Leilão ao vivo em: 4 dias5m3s,16/07/2025,Flex,Cinza,Não,Recuperado de Financiamento,Carros,30875.00,RENAULT,CLIO,EXPRESSION 10 16VH (4P/2P)
TOYOTA/COROLLA XEI FLEX (4P),https://leilo.com.br/leilao/candeias-bahia/carros/toyota/corolla-xei-flex-(4p)/ano.2015/85cfd2c9-0682-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243932888_c7eee72b-c30f-4852-acf6-f3f3fb8ae894_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2014,N/A,44800.00,Leilão ao vivo em: 4 dias5m32s,16/07/2025,Flex,Prata,Não,Recuperado de Financiamento,Carros,82224.00,TOYOTA,COROLLA,XEI FLEX (4P)
RENAULT/SYMBOL EXPRESSION (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/symbol-expression-(4p)/ano.2010/fcc4dfb0-e332-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752243963500_02becbf7-402c-44ee-9eb7-2790cb246fb2_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2009,339.290,10500.00,Leilão ao vivo em: 4 dias6m2s,16/07/2025,Flex,Prata,Sim,Recuperado de Financiamento,Carros,19048.00,RENAULT,SYMBOL,EXPRESSION (4P)
FIAT/SIENA ESSENCE 1.6 (4P),https://leilo.com.br/leilao/candeias-bahia/carros/fiat/siena-essence-1.6-(4p)/ano.2015/c3e80840-ea1e-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244113785_f99f9e71-b621-4d10-bce4-0b438791e593_pequena_leilo.webp,PATIO SALVADOR-BA (CANDEIAS/BA),2014,87.595,21100.00,Leilão ao vivo em: 4 dias6m31s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,39405.00,FIAT,SIENA,ESSENCE 1.6 (4P)
NISSAN/VERSA SL FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/nissan/versa-sl-flex-(4p)/ano.2014/a8652398-ad86-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244178162_1c1ce67e-8290-43fe-91c5-7e2e43edb09f_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2014,287.703,21700.00,Leilão ao vivo em: 4 dias7m1s,16/07/2025,Flex,Branca,Sim,Recuperado de Financiamento,Carros,39359.00,NISSAN,VERSA,SL FLEX (4P)
FORD/FIESTA (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-(4p)/ano.2004/d20fe58f-9ba9-11ef-9088-02420a0000e0,https://leilo.cdndp.com.br/v1/arquivo/2025/7/11/1752244144177_cc4c8dd6-43fa-452e-ac22-e2cbb7c64b33_pequena_leilo.webp,PATIO FORTALEZA/CE (EUSÉBIO/CE),2003,198.317,6900.00,Leilão ao vivo em: 4 dias7m30s,16/07/2025,Gasolina,Azul,Sim,Recuperado de Financiamento,Carros,12523.00,FORD,FIESTA,(4P)
